           3     0.572614   0.00329617
        3.05     0.806124   0.00419202
         3.1     0.902578   0.00455392
        3.15     0.865482   0.00441681
         3.2     0.720194    0.0038696
        3.25     0.523252   0.00310401
         3.3     0.319944   0.00226003
        3.35     0.154804   0.00147067
         3.4    0.0570146  0.000854023
        3.45    0.0215975  0.000516829
         3.5     0.029098  0.000602164
        3.55    0.0597389  0.000875591
         3.6     0.101029   0.00116061
        3.65     0.150781   0.00144975
         3.7     0.204968   0.00172956
        3.75     0.260169   0.00199317
         3.8     0.302434   0.00218515
        3.85     0.316388   0.00224741
         3.9     0.296724   0.00216029
        3.95     0.237705   0.00188943
           4     0.162751   0.00151538
        4.05    0.0858319   0.00106363
         4.1    0.0277215  0.000588039
        4.15   0.00304652  0.000192588
         4.2    0.0113438   0.00037308
        4.25    0.0429656  0.000737279
         4.3    0.0825004   0.00104084
        4.35     0.113795   0.00124001
         4.4      0.12914   0.00133003
        4.45      0.12955   0.00133243
         4.5     0.117076   0.00125964
        4.55     0.101594   0.00116551
         4.6     0.082511   0.00104121
        4.65    0.0640191  0.000909401
         4.7    0.0450096   0.00075581
        4.75    0.0281502  0.000592861
         4.8    0.0146478  0.000424871
        4.85   0.00569645  0.000263786
         4.9   0.00482323  0.000242654
        4.95    0.0123623  0.000390039
           5     0.025951   0.00056901
