         0.2      1.04482   0.00502563
        0.25      1.28785   0.00590266
         0.3       1.5019   0.00666655
        0.35      1.67308   0.00727368
         0.4      1.80786   0.00774925
        0.45       1.8717   0.00797387
         0.5      1.85089   0.00789991
        0.55      1.68017   0.00729846
         0.6      1.39209   0.00627556
        0.65      1.05446   0.00506124
         0.7     0.758117   0.00397062
        0.75     0.525279   0.00307857
         0.8     0.321475   0.00224186
        0.85     0.156141   0.00146156
         0.9    0.0506149  0.000793381
        0.95    0.0186437  0.000474136
           1    0.0404797  0.000706163
