           2     0.539967   0.00313988
        2.05     0.228953   0.00182656
         2.1      0.04747  0.000767791
        2.15    0.0153485  0.000429773
         2.2    0.0909446   0.00108435
        2.25     0.203346   0.00170268
         2.3     0.300257   0.00215074
        2.35      0.35466   0.00238586
         2.4     0.365485   0.00243196
        2.45     0.340543   0.00232594
         2.5     0.307136   0.00218118
        2.55     0.265509   0.00199539
         2.6     0.223393   0.00179964
        2.65     0.170043   0.00153571
         2.7     0.114446   0.00122989
        2.75    0.0617029  0.000881584
         2.8    0.0206118  0.000499628
        2.85   0.00260021  0.000175934
         2.9   0.00605686  0.000269013
        2.95    0.0272521  0.000576689
           3    0.0572844  0.000848328
