           1     0.886245   0.00440953
        1.05     0.832261   0.00421141
         1.1      0.65693   0.00355837
        1.15     0.522027   0.00304024
         1.2     0.441053   0.00271906
        1.25     0.368074   0.00242031
         1.3     0.297617   0.00211944
        1.35     0.243816   0.00187803
         1.4     0.197965    0.0016607
        1.45     0.169082   0.00151613
         1.5     0.156397   0.00145018
        1.55     0.152913   0.00143163
         1.6     0.165177   0.00149582
        1.65     0.180662   0.00157462
         1.7     0.202069   0.00168031
        1.75     0.221738   0.00177477
         1.8     0.234763   0.00183605
        1.85     0.247017   0.00189272
         1.9     0.249253    0.0019028
        1.95      0.23888   0.00185512
           2     0.225626   0.00179313
        2.05     0.207258   0.00170539
         2.1     0.186036   0.00160142
        2.15     0.171241   0.00152686
         2.2     0.152233   0.00142783
        2.25     0.142716   0.00137682
         2.3     0.135456   0.00133739
        2.35     0.132924   0.00132337
         2.4     0.130611   0.00131082
        2.45     0.129481   0.00130489
         2.5     0.133058   0.00132525
        2.55     0.138404   0.00135507
         2.6     0.144293   0.00138753
        2.65     0.147744   0.00140652
         2.7     0.149114   0.00141412
        2.75     0.145114   0.00139283
         2.8     0.137226    0.0013499
        2.85     0.128237   0.00129973
         2.9     0.115082   0.00122427
        2.95     0.107462    0.0011791
           3     0.099638   0.00113116
        3.05    0.0957797   0.00110707
         3.1    0.0901195    0.0010709
        3.15    0.0841872   0.00103207
         3.2    0.0796673   0.00100172
        3.25    0.0740434  0.000963192
         3.3    0.0698114  0.000933357
        3.35    0.0646324  0.000895893
         3.4    0.0613411  0.000871337
        3.45    0.0593729  0.000856384
         3.5    0.0591171  0.000854439
        3.55    0.0593524  0.000856248
         3.6    0.0620394   0.00087656
        3.65    0.0622026  0.000877862
         3.7    0.0656042   0.00090312
        3.75    0.0685282  0.000924341
         3.8    0.0719453  0.000948608
        3.85    0.0726653  0.000953641
         3.9    0.0730557  0.000956485
        3.95    0.0719922  0.000949093
           4    0.0702387  0.000936757
        4.05    0.0652001  0.000900516
         4.1    0.0605809  0.000866263
        4.15    0.0566051  0.000835921
         4.2    0.0547715  0.000821561
        4.25    0.0523456   0.00080227
         4.3    0.0496437  0.000780264
        4.35     0.050479  0.000787068
         4.4    0.0492671  0.000777045
        4.45     0.048437  0.000770068
         4.5    0.0467418  0.000755751
        4.55    0.0465214  0.000753804
         4.6    0.0458941  0.000748314
        4.65    0.0468936  0.000756749
         4.7    0.0493971  0.000777488
        4.75    0.0494003  0.000777355
         4.8    0.0473954  0.000760597
        4.85    0.0455472  0.000744905
         4.9    0.0474415  0.000760886
        4.95    0.0466771  0.000754399
           5    0.0475131  0.000761313
